,id,name,sex,geography,postcode,ethnic_group,nationality,occupation,Diesel car,Diesel consumption,Electricity consumption,Family type,Gas Availability,Gas consumption,House ID,House members,Individual type,Motor cycle,Number of bedrooms,Other fuel car,Petrol car,Petrol consumption,Region
1887,1887,Lorraine Richards,female,South East,TN8 5PB,White,United Kingdom,Other,,,,,,,,,,,,,,,
7241,7241,Roy Richardson,male,Yorkshire and The Humber,WF2 8NS,Mixed / Multiple ethnic group,United Kingdom,Other,,,,,,,,,,,,,,,
4064,4064,Sheila Stone,female,East,CM7 9LE,White,United Kingdom,Other,,,,,,,,,,,,,,,
5846,5846,Vanessa Reynolds,female,London,UB6 0FN,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
3072,3072,Clare Armstrong,female,North West,M43 6JY,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
6192,6192,Kayleigh James,female,Northern Ireland,BT38 9AH,White,Eritrea,Other,,,,,,,,,,,,,,,
9871,9871,Bernard Sharp,male,North East,NE4 7TJ,White,United Kingdom,Other,,,,,,,,,,,,,,,
5683,5683,Marcus Hall,male,North West,SK1 3DJ,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
20,20,Bradley Begum,male,Wales,NP44 1JU,White,United Kingdom,9. Elementary occupations,0.0,0.0,1157.231575,One family households,Yes,5877.753985,247029bc-3b03-4782-beaf-9453a9265d7d,2.0,Couple,0.0,3 bedrooms,0.0,0.0,0.0,wales
2498,2498,Jenna Archer,female,West Midlands,CV11 6DR,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
4692,4692,Ricky Baker,male,East Midlands,DN22 7PS,White,United Kingdom,Other,,,,,,,,,,,,,,,
5718,5718,Bruce Chandler,male,East,LU3 2EZ,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
9978,9978,Robin Lewis,male,North East,NE34 8AE,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
2437,2437,Bethany Barton,female,Scotland,G31 4RF,White,United Kingdom,Other,,,,,,,,,,,,,,,
4558,4558,Beverley Burke,female,London,N1 2DH,Asian / Asian British: Other Asian,United Kingdom,Other,,,,,,,,,,,,,,,
5090,5090,Shirley Jones,female,South East,HP17 8RQ,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
3222,3222,Laura Lee,female,London,W5 4HN,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
2079,2079,Megan James,female,South East,SL0 0RU,White,United Kingdom,Other,,,,,,,,,,,,,,,
8867,8867,Lynn Reynolds,female,West Midlands,DY11 6JT,White,United Kingdom,Other,,,,,,,,,,,,,,,
1593,1593,Geoffrey Hawkins,male,West Midlands,DY3 4AN,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
5086,5086,Marilyn Murphy,female,London,SE1P 5WF,White,United Kingdom,Other,,,,,,,,,,,,,,,
3491,3491,Howard Wilson,male,Wales,CF48 1YP,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
205,205,Eleanor Gibson,female,North West,M25 3BZ,White,United Kingdom,Other,0.0,0.0,1581.927344,One family households,Yes,8696.37815,e6c56785-4f71-4648-91fe-298e1948e1bb,2.0,Couple,0.0,2 bedrooms,0.0,0.0,0.0,north west
8917,8917,Norman Miller,male,Yorkshire and The Humber,WF7 6AF,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
8783,8783,Martyn Clark,male,North West,CA11 9HN,White,United Kingdom,Other,,,,,,,,,,,,,,,
6720,6720,Hayley Kelly,female,South West,TQ12 4XX,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
7199,7199,Martyn Barker,male,Northern Ireland,BT45 8BD,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
3820,3820,Leigh Charlton,male,London,UB11 1ET,Asian / Asian British: Pakistani,United Kingdom,Other,,,,,,,,,,,,,,,
1990,1990,Patricia Turner,female,North West,LA1 5WD,White,United Kingdom,Other,,,,,,,,,,,,,,,
5280,5280,Owen Evans,male,East,SS14 3FR,White,United Kingdom,Other,,,,,,,,,,,,,,,
5702,5702,Marion Green,female,South East,DA12 4BZ,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
4760,4760,Jemma James,female,Wales,SA44 6BT,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
5155,5155,Lee Moore,male,West Midlands,DY3 3EF,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
7698,7698,Rachel Ali,female,East,LU3 1SG,Other Ethnic Group,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
8478,8478,Luke Jones,male,South West,GL3 3DH,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
2947,2947,Gail Parry,female,North West,M46 9FS,White,United Kingdom,Other,,,,,,,,,,,,,,,
7758,7758,Matthew Davis,male,East,WD18 1GR,White,United Kingdom,Other,,,,,,,,,,,,,,,
1695,1695,Samuel Ellis,male,London,UB4 0AE,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
5821,5821,Donald Willis,male,London,CR8 3AT,White,United Kingdom,Other,,,,,,,,,,,,,,,
2104,2104,Amber Hussain,female,London,NW6 6SD,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
1651,1651,Dylan Webb,male,Yorkshire and The Humber,S65 2HB,White,United Kingdom,Other,,,,,,,,,,,,,,,
3801,3801,Clive Noble,male,South East,PO13 8EL,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
6705,6705,Marie Palmer,female,London,E16 4NZ,White,United Kingdom,Other,,,,,,,,,,,,,,,
5910,5910,Amy Smith,female,Scotland,AB13 0HJ,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
1380,1380,Laura White,female,North West,M26 3NE,Asian / Asian British: Pakistani,United Kingdom,Other,,,,,,,,,,,,,,,
453,453,Graham Patel,male,Northern Ireland,BT92 9FN,White,United Kingdom,Other,0.0,0.0,2699.267846,One family households,Yes,4726.4522640000005,0bd03026-645d-45cd-b4a3-91c0bc236dc9,2.0,Couple,0.0,2 bedrooms,0.0,0.0,0.0,northern ireland
4123,4123,Frances Ali,female,East Midlands,NN4 6BL,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
3366,3366,Roy Atkins,male,South West,SN6 7NA,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
7306,7306,Danny Sykes,male,East,SG2 8QA,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
2179,2179,Lisa Walsh,female,West Midlands,B10 0BA,White,United Kingdom,Other,,,,,,,,,,,,,,,
9699,9699,Louis Green,male,East,LU6 1HJ,White,United Kingdom,Other,,,,,,,,,,,,,,,
6895,6895,Leon Baker,male,North West,BL5 3SX,White,United Kingdom,Other,,,,,,,,,,,,,,,
1185,1185,Duncan Green,male,South West,TA20 3AG,White,United Kingdom,Other,,,,,,,,,,,,,,,
6824,6824,Abbie Wright,female,Scotland,G13 1TG,White,United Kingdom,Other,,,,,,,,,,,,,,,
2411,2411,Gavin Thomas,male,South East,OX4 4DW,White,United Kingdom,Other,,,,,,,,,,,,,,,
1021,1021,Kim Thompson,female,South West,GL51 0UL,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
9686,9686,Charlie Sullivan,male,Yorkshire and The Humber,HD8 8FQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
108,108,Wayne Parsons,male,London,IG1 3PH,Black / African / Caribbean / Black British,United Kingdom,Other,0.0,0.0,945.1681501,Lone parent,Yes,4166.642036,bef8b92d-8f12-4394-ab60-1b03bcab6860,5.0,Independent Child,0.0,3 bedrooms,0.0,0.0,0.0,london
6725,6725,Janice Stewart,female,East,NR9 5EQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
2935,2935,Hannah Parkes,female,Yorkshire and The Humber,WF6 1HX,White,United Kingdom,Other,,,,,,,,,,,,,,,
3221,3221,Billy Taylor,male,North East,DH7 0RS,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
8789,8789,Albert Jones,male,South West,BA1 5NZ,White,Hungary,Other,,,,,,,,,,,,,,,
2401,2401,Lawrence Savage,male,Yorkshire and The Humber,HG1 4AE,White,United Kingdom,Other,,,,,,,,,,,,,,,
7425,7425,Bradley Curtis,male,North East,NE1 7XP,White,United Kingdom,Other,,,,,,,,,,,,,,,
802,802,Scott O'Brien,male,South East,BN3 5LB,White,United Kingdom,Other,1.0,0.0,704.3469206,One family households,Yes,5546.446316,6cff1e52-ef4c-4ff0-9263-c5f532e9d373,2.0,Couple,0.0,2 bedrooms,0.0,0.0,0.0,south east
6249,6249,Pamela Richardson,female,North West,WN2 2JA,White,United Kingdom,Other,,,,,,,,,,,,,,,
2668,2668,Toby Williams,male,London,SE19 2LN,Black / African / Caribbean / Black British,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
6903,6903,Robert Lyons,male,London,SE23 1JS,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
3050,3050,Joan Watson,female,East,NR26 8RZ,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
2697,2697,Kerry Walters,female,North West,L20 9NJ,White,United Kingdom,Other,,,,,,,,,,,,,,,
7839,7839,Margaret Burrows,female,London,RM3 9UA,White,United Kingdom,Other,,,,,,,,,,,,,,,
8286,8286,Janice Holmes,female,North West,CH45 7PL,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
2859,2859,Sam Fox,male,Wales,NP23 7SY,White,United Kingdom,Other,,,,,,,,,,,,,,,
9377,9377,Conor Hill,male,Yorkshire and The Humber,WF9 4EL,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
3861,3861,Charlotte Jones,female,West Midlands,WS6 7LW,White,United Kingdom,Other,,,,,,,,,,,,,,,
1676,1676,Janice Warren,female,London,N2 8BN,Black / African / Caribbean / Black British,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
6528,6528,Diana Hopkins,female,West Midlands,HR1 4GA,White,United Kingdom,Other,,,,,,,,,,,,,,,
1175,1175,Shannon Smith,female,South West,DT4 9AA,White,United Kingdom,Other,,,,,,,,,,,,,,,
6077,6077,Alexandra Barton,female,East,PE3 8JZ,White,United Kingdom,Other,,,,,,,,,,,,,,,
2160,2160,Joseph Nicholls,male,East,CM7 5BA,White,United Kingdom,Other,,,,,,,,,,,,,,,
5457,5457,Lisa Andrews,female,South East,GU11 1NS,White,United Kingdom,Other,,,,,,,,,,,,,,,
3156,3156,Rosie Warner,female,South East,SO15 3BS,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
8776,8776,Charlene McKenzie,female,London,W11 1QT,Asian / Asian British: Other Asian,United Kingdom,Other,,,,,,,,,,,,,,,
364,364,Marcus Fuller,male,South East,GU10 1JL,Black / African / Caribbean / Black British,United Kingdom,Other,1.0,1999.0,14815.4969,One person household,No,0.0,cf790205-fa4b-4c4d-83ff-f95ce5458222,1.0,Under 65,0.0,3 bedrooms,0.0,1.0,69.0,south east
6879,6879,Richard Hooper,male,South West,SN10 2GU,White,United Kingdom,Other,,,,,,,,,,,,,,,
4813,4813,Ashleigh Roberts,female,London,TW3 3DD,Asian / Asian British: Bangladeshi,Norway,9. Elementary occupations,,,,,,,,,,,,,,,
5479,5479,Dorothy Sharp,female,London,N9 9TT,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
9013,9013,Shaun Harris,male,South East,SO50 7DH,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
8908,8908,Melissa Walker,female,East Midlands,NN10 9PD,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
9418,9418,Abdul Thompson,male,London,W1G 8GX,Asian / Asian British: Indian,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
3709,3709,Chloe Jones,female,London,BR6 9WD,White,United Kingdom,Other,,,,,,,,,,,,,,,
6409,6409,Ross Chadwick,male,Scotland,G42 9DL,White,United Kingdom,Other,,,,,,,,,,,,,,,
1303,1303,Alex Brooks,male,East Midlands,LE18 9FU,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
2781,2781,Owen Goddard,male,North East,NE33 3GE,White,United Kingdom,Other,,,,,,,,,,,,,,,
259,259,Angela Wood,female,East Midlands,NG31 8PY,White,United Kingdom,Other,0.0,0.0,953.3412672000001,One family households,Yes,2814.3285149999997,1fe9868f-dd56-4ece-bc57-5be26b4a7053,6.0,Child,0.0,4 bedrooms,0.0,0.0,0.0,east midlands
4638,4638,Christine Ward,female,East Midlands,SK13 8PG,White,United Kingdom,Other,,,,,,,,,,,,,,,
2154,2154,Frederick Matthews,male,West Midlands,WV2 4AT,White,Germany,Other,,,,,,,,,,,,,,,
3836,3836,Kelly Taylor,female,East,PE33 0XA,White,United Kingdom,Other,,,,,,,,,,,,,,,
1733,1733,Andrew Bird,male,Northern Ireland,BT53 8DA,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
3965,3965,Michelle Khan,female,South West,EX16 4BB,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
9080,9080,Amelia Berry,female,London,BR1 1LF,Black / African / Caribbean / Black British,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
811,811,Peter Pickering,male,South West,DT1 2HE,White,United Kingdom,Other,0.0,223.0,6197.1153189999995,One person household,No,0.0,c6f81be7-c5f0-48a5-a4b2-dad13f946b63,1.0,Under 65,0.0,1 bedroom,0.0,0.0,0.0,south west
4126,4126,Rebecca Franklin,female,South East,TN38 0JQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
7358,7358,Beverley Miller,female,Northern Ireland,BT43 6EW,White,United Kingdom,Other,,,,,,,,,,,,,,,
8667,8667,Lynne Khan,female,North West,WA8 7QF,Other Ethnic Group,United Kingdom,Other,,,,,,,,,,,,,,,
7750,7750,Jemma Walker,female,South East,SO23 0EW,White,United Kingdom,Other,,,,,,,,,,,,,,,
8386,8386,Jay Stewart,male,Yorkshire and The Humber,BD6 2AY,White,Iran,2. Professional occupations,,,,,,,,,,,,,,,
7321,7321,Trevor Williams,male,Yorkshire and The Humber,DN35 9LU,White,Poland,8. Process plant and machine operatives,,,,,,,,,,,,,,,
9726,9726,Denis Sutton,male,West Midlands,TF1 6UB,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
7066,7066,Aimee Lewis,female,South East,RG4 6NA,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
1736,1736,Colin Davison,male,South East,DA3 8JS,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
5314,5314,Katy Wilson,female,Northern Ireland,BT71 6SB,White,United Kingdom,Other,,,,,,,,,,,,,,,
5070,5070,Alexander King,male,South East,ME9 0SX,White,United Kingdom,Other,,,,,,,,,,,,,,,
1373,1373,Douglas Rees,male,West Midlands,B31 2QX,White,United Kingdom,Other,,,,,,,,,,,,,,,
3926,3926,Lisa Stevens,female,West Midlands,B69 1JR,White,India,5. Skilled trades occupations,,,,,,,,,,,,,,,
9155,9155,Abbie Hughes,female,London,N1P 1LB,White,United Kingdom,Other,,,,,,,,,,,,,,,
4657,4657,Elliott Curtis,male,London,SE12 8UP,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
9496,9496,Melanie Watson,female,North West,BL0 9XD,White,United Kingdom,Other,,,,,,,,,,,,,,,
8445,8445,Marian Schofield,female,Yorkshire and The Humber,WF6 2LR,White,United Kingdom,Other,,,,,,,,,,,,,,,
7922,7922,Kelly Johnson,female,Northern Ireland,BT35 9LJ,White,United Kingdom,Other,,,,,,,,,,,,,,,
2608,2608,Dale Fitzgerald,male,South East,MK2 2LN,White,United Kingdom,Other,,,,,,,,,,,,,,,
6675,6675,Dorothy White,female,London,N10 1QT,Black / African / Caribbean / Black British,Pakistan,Other,,,,,,,,,,,,,,,
5276,5276,Francesca Stanley,female,North West,LA2 0BX,White,United Kingdom,Other,,,,,,,,,,,,,,,
5563,5563,Melissa Smith,female,North West,WN2 2JZ,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
9136,9136,Lindsey Nixon,female,North East,NE25 0RS,White,United Kingdom,Other,,,,,,,,,,,,,,,
8972,8972,Mohamed Moore,male,East Midlands,NG3 6AH,White,Bulgaria,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
6093,6093,Carolyn Young,female,South East,SO16 4HX,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
668,668,Abigail Collins,female,Scotland,EH12 1FU,White,United Kingdom,Other,0.0,0.0,1017.3306039999999,One family households,Yes,2489.989538,f58f8660-1559-4b6b-a81b-e95036a4660b,4.0,Couple,0.0,4 bedrooms,0.0,1.0,0.0,scotland
8798,8798,Jessica Reynolds,female,London,SE21 7LE,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
2969,2969,Glen Hughes,male,South West,GL53 8NY,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
3758,3758,Gareth Chan,male,South East,TN16 2DP,White,Republic of Ireland,Other,,,,,,,,,,,,,,,
4689,4689,Clare Fisher,female,South East,CT12 6DY,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
4499,4499,Peter Griffiths,male,North East,TS5 4PF,White,United Kingdom,Other,,,,,,,,,,,,,,,
4751,4751,Anna Edwards,female,South West,EX4 4JA,White,United Kingdom,Other,,,,,,,,,,,,,,,
6929,6929,Oliver Lewis,male,South West,EX6 7TT,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
1277,1277,Tracy Blake,female,Northern Ireland,BT45 5EB,White,United Kingdom,Other,,,,,,,,,,,,,,,
8432,8432,Carole Dawson,female,Yorkshire and The Humber,S60 1HX,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
2741,2741,Frederick Hall,male,South East,BN16 1PS,White,Italy,5. Skilled trades occupations,,,,,,,,,,,,,,,
4521,4521,Maurice Holt,male,East,PE27 5AU,White,Republic of Ireland,2. Professional occupations,,,,,,,,,,,,,,,
532,532,Robin Allen,male,South East,RG7 1HR,White,United Kingdom,"1. Managers, directors and senior officials",0.0,344.0,5776.389943,One person household,No,0.0,cafd8a33-1f06-4538-a9e8-c6a79f5dd772,1.0,Under 65,0.0,1 bedroom,0.0,0.0,0.0,south east
8622,8622,Marilyn Davis,female,East,PE32 2PW,White,United Kingdom,Other,,,,,,,,,,,,,,,
7329,7329,Christopher Nicholls,male,Wales,SA4 3LY,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
7915,7915,Christine Smith,female,London,NW11 9UA,Asian / Asian British: Bangladeshi,United Kingdom,Other,,,,,,,,,,,,,,,
2735,2735,Pamela Mason,female,South West,BH18 9LE,White,United Kingdom,Other,,,,,,,,,,,,,,,
422,422,Elaine Cooper,female,South West,GL52 6DY,White,United Kingdom,"1. Managers, directors and senior officials",0.0,0.0,1487.959057,One family households,Yes,4311.791985,3ddc30a0-4bf2-46cd-a03d-e647f39db7b2,5.0,Couple,0.0,5 or more bedrooms,0.0,0.0,0.0,south west
9780,9780,Stephanie Sharp,female,London,SW16 4QF,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
9570,9570,Stephen Peters,male,South West,BS22 7UR,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
3661,3661,Georgina Fletcher,female,Scotland,KA25 7DH,White,United Kingdom,Other,,,,,,,,,,,,,,,
2965,2965,Darren Mellor,male,North West,OL13 8DX,Asian / Asian British: Pakistani,Poland,Other,,,,,,,,,,,,,,,
8911,8911,Louis Dennis,male,Scotland,EH4 3EF,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
1684,1684,Jacqueline Pollard,female,East,CO15 4XQ,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
4127,4127,Norman Lewis,male,South West,GL3 3PT,White,United Kingdom,Other,,,,,,,,,,,,,,,
1863,1863,Derek Davies,male,North West,CH61 4XE,Asian / Asian British: Indian,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
4515,4515,Jack Edwards,male,London,NW1 8XY,White,China,7. Sales and customer service occupations,,,,,,,,,,,,,,,
6101,6101,Christopher Grant,male,North West,L7 0EP,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
2168,2168,Nicholas Smith,male,Wales,SA18 3LG,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
9223,9223,Kim Forster,female,Scotland,KA20 3JZ,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
7038,7038,Damien Bartlett,male,North West,CW9 5LN,Mixed / Multiple ethnic group,United Kingdom,Other,,,,,,,,,,,,,,,
2798,2798,Toby Barnes,male,East Midlands,DE65 6GS,White,United Kingdom,Other,,,,,,,,,,,,,,,
420,420,Kenneth Evans,male,North West,M24 1GA,White,United Kingdom,7. Sales and customer service occupations,1.0,716.0,8803.974962999999,One person household,No,0.0,5d6175a0-e21c-46de-b9f6-2e519ec66beb,1.0,Under 65,0.0,1 bedroom,0.0,0.0,0.0,north west
1611,1611,Connor McLean,male,South East,CR3 4DD,Asian / Asian British: Indian,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
3442,3442,Carol Thompson,female,East,SS15 6AQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
3948,3948,Ronald Robertson,male,London,HA1 4LY,Black / African / Caribbean / Black British,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
3401,3401,Lee Pearson,male,Yorkshire and The Humber,LS13 4SU,White,United Kingdom,Other,,,,,,,,,,,,,,,
4467,4467,Owen Thomas,male,Northern Ireland,BT32 4RR,White,United Kingdom,Other,,,,,,,,,,,,,,,
4868,4868,Andrea Fleming,female,Yorkshire and The Humber,BD23 2LX,White,United Kingdom,Other,,,,,,,,,,,,,,,
8067,8067,Beverley Thompson,female,East,MK43 9PQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
6257,6257,Harry Walker,male,South East,RH4 9JQ,White,Hungary,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
9491,9491,Lewis Holland,male,East Midlands,S80 4HG,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
533,533,Carol Porter,female,East,NR13 3JY,Black / African / Caribbean / Black British,United Kingdom,Other,0.0,0.0,3171.172044,One family households,No,0.0,f36a682e-b0f7-4c3e-afe5-2af805e30fba,4.0,Child,0.0,4 bedrooms,0.0,0.0,0.0,east
6522,6522,Conor Baker,male,Scotland,KY6 1NU,White,United Kingdom,Other,,,,,,,,,,,,,,,
1576,1576,Michelle Richardson,female,West Midlands,B6 4PP,White,United Kingdom,Other,,,,,,,,,,,,,,,
8860,8860,Gordon Rogers,male,Wales,CF81 8RD,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
9755,9755,Robin Green,male,East,PE9 3DZ,White,United Kingdom,Other,,,,,,,,,,,,,,,
4021,4021,Kayleigh Richardson,female,North West,PR4 5DQ,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
8803,8803,Alexandra Parker,female,South East,OX20 1YF,Gypsy / Traveller / Irish Traveller,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
6397,6397,Lesley Wright,female,Yorkshire and The Humber,S10 5PR,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
4531,4531,Mitchell Webb,male,North West,LA9 7NW,Asian / Asian British: Indian,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
1270,1270,Peter Morris,male,Scotland,DG8 8BR,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
4621,4621,Wendy Evans,female,East Midlands,DE1 3UF,White,United Kingdom,Other,,,,,,,,,,,,,,,
3085,3085,Jane Adams,female,South East,OX2 9DB,White,United Kingdom,Other,,,,,,,,,,,,,,,
1169,1169,Christine Jones,female,South West,BA20 2BJ,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
3315,3315,Yvonne Hunter,female,East Midlands,OX17 2JE,Asian / Asian British: Other Asian,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
7495,7495,Kirsty Cooper,female,West Midlands,B31 2DN,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
2248,2248,Christine Forster,female,West Midlands,B45 9JL,Asian / Asian British: Indian,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
4783,4783,Aaron Rhodes,male,East Midlands,NG24 2BY,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
7924,7924,Billy Thompson,male,Scotland,DG8 8AG,White,United Kingdom,Other,,,,,,,,,,,,,,,
8934,8934,Mohammad Thomas,male,East,SS7 2PQ,Black / African / Caribbean / Black British,United Kingdom,Other,,,,,,,,,,,,,,,
8709,8709,Donna Pearce,female,Wales,LL18 5DR,White,United Kingdom,Other,,,,,,,,,,,,,,,
7238,7238,Gavin Wilson,male,South East,HP12 3JJ,White,United Kingdom,Other,,,,,,,,,,,,,,,
3782,3782,Katy Baldwin,female,East,PE28 2GJ,Mixed / Multiple ethnic group,United Kingdom,Other,,,,,,,,,,,,,,,
9859,9859,Frank Graham,male,North West,CA28 6EU,White,Sweden,Other,,,,,,,,,,,,,,,
9571,9571,George Gill,male,Yorkshire and The Humber,LS12 3RD,White,United Kingdom,Other,,,,,,,,,,,,,,,
3626,3626,Charlotte Stephenson,female,Scotland,ZE1 0BG,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
3954,3954,Helen Hall,female,London,SE26 4AY,White,United Kingdom,Other,,,,,,,,,,,,,,,
3038,3038,Janet Allen,female,East,PE36 5BH,White,United Kingdom,Other,,,,,,,,,,,,,,,
1165,1165,Kelly Bennett,female,Yorkshire and The Humber,S75 1FJ,White,United Kingdom,Other,,,,,,,,,,,,,,,
1564,1564,Leigh Roberts,male,South East,KT12 5NF,White,Albania,Other,,,,,,,,,,,,,,,
9744,9744,Ross Abbott,male,Yorkshire and The Humber,WF8 3BA,White,United Kingdom,Other,,,,,,,,,,,,,,,
4635,4635,Sophie Holmes,female,South West,BS5 6BA,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
4569,4569,Ben Cunningham,male,East,WD25 9BT,Asian / Asian British: Chinese,United Kingdom,Other,,,,,,,,,,,,,,,
617,617,Gary Murray,male,Yorkshire and The Humber,HD1 3BN,White,United Kingdom,Other,0.0,294.0,674.1317144,One family households,Yes,2607.126936,4382f32b-3a54-4be7-9019-bc0a2acbad1f,2.0,Couple,0.0,1 bedroom,0.0,0.0,0.0,yorkshire and the humber
5001,5001,Molly Morris,female,West Midlands,CV22 6AA,White,United Kingdom,Other,,,,,,,,,,,,,,,
1994,1994,Joan Payne,female,Wales,NP19 7NT,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
4922,4922,Denis Gray,male,South East,CT7 9UW,White,United Kingdom,Other,,,,,,,,,,,,,,,
3071,3071,Victoria Thomson,female,West Midlands,HR2 6BD,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
4530,4530,Christine Jones,female,London,E8 2AS,White,United Kingdom,Other,,,,,,,,,,,,,,,
8246,8246,Raymond Williams,male,South East,KT19 8ST,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
